Tweets,len,ID,Date,Source,Likes,RTs
"RT @vox_es: ‼ @Santi_ABASCAL ""Son unos buenos resultados para VOX pero sobre todo son unos buenos resultados para España porque suponen un…",139,1389716466304491522,2021-05-04 22:59:59,Twitter for iPhone,0,0
"RT @mtgarcia82: Que gane el PP en un barrio obrero y pendientes de ayudas para poder comer, NO es nada nuevo en otras ciudades de España. O…",140,1389716466195472388,2021-05-04 22:59:59,Twitter for Android,0,0
"RT @elsitacabello: Ahora sí, lo puedo decir, meteros los aplausos por donde os quepan.
#Elecciones4M",100,1389716465390080002,2021-05-04 22:59:59,Twitter for Android,0,0
"RT @YTanRicamente: Esta casa apoya a @Yolanda_Diaz_, encargada de reunir a TODA la izquierda española y convertirse en la próxima President…",140,1389716465205583877,2021-05-04 22:59:59,Twitter Web App,0,0
RT @Juanmi_News: Qué asco tener que ver que los que pisotean el colectivo LGTBI en sus votaciones en parlamentos saquen la bandera LGTBI.…,138,1389716462936412164,2021-05-04 22:59:59,Twitter for Android,0,0
"RT @La_SER: 🔴 DIRECTO | Así ha votado el presidente de España, Pedro Sánchez, en las elecciones a la Comunidad de Madrid

https://t.co/FdQK…",140,1389716462584176641,2021-05-04 22:59:59,Twitter for Android,0,0
RT @el_pais: VÍDEO | Así ha sido la despedida de Pablo Iglesias de la política tras la derrota de la izquierda en Madrid  #Elecciones4M htt…,140,1389716459178319875,2021-05-04 22:59:58,Twitter for iPhone,0,0
RT @ExpositoCOPE: Tras las #Elecciones4M... veremos cómo se gestiona esto https://t.co/E802umXpyw,97,1389716458956013569,2021-05-04 22:59:58,Twitter for iPhone,0,0
RT @ExpositoCOPE: Tras las #Elecciones4M... veremos cómo se gestiona esto https://t.co/E802umXpyw,97,1389716458586902534,2021-05-04 22:59:58,Twitter for Android,0,0
"A Pablo Iglesias le darán un cargo en la aerolínea Plus Ultra? 
Digo, como recompensa por el dinero que les regalar… https://t.co/OcqLUcRFYW",140,1389716456204644365,2021-05-04 22:59:57,Twitter for Android,2,1
"RT @vox_es: ‼ @monasterioR ""Es el comienzo de un cambio de rumbo para toda España"".

 #Elecciones4M https://t.co/QAyjwIOL8h",123,1389716451204927490,2021-05-04 22:59:56,Twitter for iPhone,0,0
"RT @donaji_alba: Junto a @PabloIglesias, la comunidad de Madrid hoy se juega en las urnas la batalla contra el avance de la extrema derecha…",140,1389716448474406915,2021-05-04 22:59:55,Twitter for Android,0,0
"RT @Diario_16: José Antequera, subdirector de @Diario_16, en #Debate16: ""Esto que está pasando en Madrid es un fenómeno que ya conocen en l…",140,1389716447572672513,2021-05-04 22:59:55,Twitter for iPhone,0,0
"RT @elsitacabello: Ahora sí, lo puedo decir, meteros los aplausos por donde os quepan.
#Elecciones4M",100,1389716446893256707,2021-05-04 22:59:55,Twitter for Android,0,0
"Que os den por culo izquierdistas, que vais a tener que vivir con el ""fascismo""
JODEOS #Elecciones4M",100,1389716445085511684,2021-05-04 22:59:54,Twitter Web App,2,0
🎥 Fuentes de Ciudadanos aseguran a Antena 3 Noticias que Inés Arrimadas no va a dimitir tras los resultados de las… https://t.co/SX4vOGfIRq,139,1389716443156123649,2021-05-04 22:59:54,Twitter for iPhone,13,3
"Así cambio Madrid.
De izquierdas a derechas en dos años.
#4M #Madrid #Elecciones4M https://t.co/78Q0ay3DFg",106,1389716439049834501,2021-05-04 22:59:53,Twitter for Android,0,0
RT @ExpositoCOPE: Tras las #Elecciones4M... veremos cómo se gestiona esto https://t.co/E802umXpyw,97,1389716438173224960,2021-05-04 22:59:53,Twitter for Android,0,0
"RT @IzcaNacional: Cuando reivindicamos la municipalización de Vallekas o Vicálvaro, no es por una cuestión folklórica, es porque es una nec…",140,1389716436751458312,2021-05-04 22:59:52,Twitter Web App,0,0
"RT @vox_es: ‼ @monasterioR ""Es el comienzo de un cambio de rumbo para toda España"".

 #Elecciones4M https://t.co/QAyjwIOL8h",123,1389716436545908744,2021-05-04 22:59:52,Twitter for Android,0,0
"Resumen de estas elecciones: 

A relaxing caña madrileña en la plaza mayor gana al bien común. Bienvenido trumpismo… https://t.co/JXYWvbSaKu",140,1389716434914320387,2021-05-04 22:59:52,Twitter for Android,0,0
"RT @vox_es: ‼ @Santi_ABASCAL ""Son unos buenos resultados para VOX pero sobre todo son unos buenos resultados para España porque suponen un…",139,1389716433702203392,2021-05-04 22:59:52,Twitter for Android,0,0
"RT @Diario_16: 🔴📩 Continúa el escrutinio (95.6%) de las #Elecciones4M #4MDiario16
#EleccionesMadrid2021  

 PP (65)
 MÁS MADRID (24)
 P.S.O…",140,1389716432498434052,2021-05-04 22:59:51,Twitter for iPhone,0,0
"RT @predi88: Formas de dejar la política:
Albert Rivera &gt; Asumo mis fallos, pido perdón y me retiro.
Pablo Iglesias &gt; He sido víctima de to…",146,1389716430967410690,2021-05-04 22:59:51,Twitter for Android,0,0
"RT @vox_es: ‼ @Santi_ABASCAL ""Son unos buenos resultados para VOX pero sobre todo son unos buenos resultados para España porque suponen un…",139,1389716422851534851,2021-05-04 22:59:49,Twitter for Android,0,0
RT @Pepe01447276: Forocoches se burla de Podemos y de Pablo Iglesias tras la victoria de la derecha frente al comunismo en las #Elecciones4…,140,1389716422331338756,2021-05-04 22:59:49,Twitter for iPhone,0,0
"RT @Sofista_Albista: Lo de ""Comunismo o Libertad"", con libertad ¿a qué se refiere exactamente el PP? 

Si eso es libertad, prefiero comunis…",140,1389716415545028613,2021-05-04 22:59:47,Twitter for iPhone,0,0
"RT @PCamorrista: 🎻🎤Hola @PabloIglesias te están cantando ""La cucaracha la cucaracha ya no puede caminar"" 😂😂😂😂😂
¡Brutal los mariachis en la…",139,1389716413577846785,2021-05-04 22:59:47,Twitter Web App,0,0
"RT @TabarniaB: No digas que Mónica García, candidata de Mas Podemos, votó por correo pero hoy ha acompañado a su padre a votar para que no…",139,1389716412713869313,2021-05-04 22:59:47,Twitter for iPhone,0,0
"RT @rubnpulido: 📹 Mientras toda España tiene el foco puesto en las #Elecciones4M, Marlaska aprovecha para fletar vuelos repletos de inmigra…",140,1389716411342262272,2021-05-04 22:59:46,Twitter for iPhone,0,0
"RT @okdiario: Ayuso arrasa en Vallecas e Iglesias, el 'dueño' del barrio, queda 4º

#Elecciones4M https://t.co/89GW9qKmQm",121,1389716404379787267,2021-05-04 22:59:45,Twitter for Android,0,0
"RT @IdiazAyuso: Votar es seguro. Están todos los protocolos pensados para eso.

Gracias a todos los ciudadanos por votar, especialmente a a…",140,1389716401192161285,2021-05-04 22:59:44,Twitter for Android,0,0
RT @nooigo: Pablo Iglesias ha sufrido una campaña de desprestigio por parte de los medios inhumana. Los que os alegráis de su marcha no soi…,140,1389716400911028225,2021-05-04 22:59:44,Twitter for Android,0,0
"Hoy soy yo el que me permito recomendarle al ministro de Consumo, @agarzon , una verdura saludable...… https://t.co/nUSLPwDQFt",126,1389716397568237570,2021-05-04 22:59:43,Twitter for Android,2,0
"RT @vox_es: ‼ @Santi_ABASCAL ""Son unos buenos resultados para VOX pero sobre todo son unos buenos resultados para España porque suponen un…",139,1389716396343443456,2021-05-04 22:59:43,Twitter for Android,0,0
"RT @nachonachete: Resumen:

#Elecciones4M #4M https://t.co/ORZP8hPH0G",69,1389716395416510466,2021-05-04 22:59:43,Twitter for Android,0,0
RT @A3Noticias: #EleccionesMadridA3N | Abascal ha ratificado que los diputados de su partido votarán a favor de la investidura de Ayuso en…,139,1389716394904899585,2021-05-04 22:59:42,Twitter for Android,0,0
"RT @el_pais: 🔴 ACTUALIZACIÓN | Pablo Iglesias: ""Dejo todos mis cargos Dejo la política. Cuando uno deja de ser útil tiene que saber retirar…",140,1389716390756687883,2021-05-04 22:59:41,Twitter for Android,0,0
"RT @La_SER: 🔴ÚLTIMA HORA | Pablo Iglesias deja la política: ""Dejo todos mis cargos"" 

🗳 #Elecciones4M #EleccionesSER

https://t.co/xi9GMqse…",140,1389716389913632783,2021-05-04 22:59:41,Twitter for iPhone,0,0
"RT @SWRFernando: Tras las elecciones de Madrid lo que queda claro es que ni Catalunya ni Euskal Herria son España. 

#Elecciones4M",130,1389716384704344066,2021-05-04 22:59:40,Twitter for Android,0,0
"RT @el_pais: 🔴 ACTUALIZACIÓN | Pablo Iglesias: ""Dejo todos mis cargos Dejo la política. Cuando uno deja de ser útil tiene que saber retirar…",140,1389716379524337666,2021-05-04 22:59:39,Twitter Web App,0,0
RT @Pepe01447276: Forocoches se burla de Podemos y de Pablo Iglesias tras la victoria de la derecha frente al comunismo en las #Elecciones4…,140,1389716378375045127,2021-05-04 22:59:38,Twitter Web App,0,0
"RT @el_pais: 🔴 ÚLTIMA HORA #Elecciones4M | Iglesias: ""Dejo todos mis cargos, dejo la política de partido e institucional"" https://t.co/1xq2…",140,1389716378291261443,2021-05-04 22:59:38,Twitter for iPhone,0,0
RT @LosMeconios: Pablo Iglesias será recordado estas #Elecciones4M como el hombre que llegó para movilizar a la izquierda y consiguió todo…,139,1389716376688934915,2021-05-04 22:59:38,Twitter for Android,0,0
"RT @vox_es: ‼ @monasterioR ""Es el comienzo de un cambio de rumbo para toda España"".

 #Elecciones4M https://t.co/QAyjwIOL8h",123,1389716376584130569,2021-05-04 22:59:38,Twitter for Android,0,0
"A que hora salen los de Vox a decir que las elecciones no valen, como hicieron en las generales???
#Elecciones4M",112,1389716374163972098,2021-05-04 22:59:37,Twitter for Android,0,0
"RT @el_pais: 🔴 ACTUALIZACIÓN | Pablo Iglesias: ""Dejo todos mis cargos Dejo la política. Cuando uno deja de ser útil tiene que saber retirar…",140,1389716372897337346,2021-05-04 22:59:37,Twitter Web App,0,0
RT @LosMeconios: Pablo Iglesias será recordado estas #Elecciones4M como el hombre que llegó para movilizar a la izquierda y consiguió todo…,139,1389716365678977024,2021-05-04 22:59:35,Twitter Web App,0,0
"RT @vox_es: ‼  @Santi_ABASCAL ""En las próximas elecciones generales salimos a derrotar al sanchismo y a expulsarle del Gobierno de la Nació…",140,1389716361019019266,2021-05-04 22:59:34,Twitter for Android,0,0
RT @ExpositoCOPE: Tras las #Elecciones4M... veremos cómo se gestiona esto https://t.co/E802umXpyw,97,1389716351908986891,2021-05-04 22:59:32,Twitter for iPhone,0,0
"RT @FFerreira1995: #URGENTE: Pablo Iglesias acaba de anunciar que renuncia a la política. LO MATASTE ISABEL DÍAZ AYUSO. 

¡Viva España! VIV…",140,1389716348603936770,2021-05-04 22:59:31,Twitter for iPhone,0,0
"RT @Hespanolazo: La Hespaña que madruga.
#Elecciones4M https://t.co/WIlq1IY2CP",78,1389716348125814785,2021-05-04 22:59:31,Twitter for Android,0,0
"RT @predi88: Formas de dejar la política:
Albert Rivera &gt; Asumo mis fallos, pido perdón y me retiro.
Pablo Iglesias &gt; He sido víctima de to…",146,1389716345844011008,2021-05-04 22:59:31,Twitter for iPhone,0,0
RT @angry_guiri: This is so depressing. Again. #Elecciones4M https://t.co/m5ZuXcZHj2,84,1389716345290465284,2021-05-04 22:59:31,Twitter for Android,0,0
"RT @Diario_16: 🗣.@PLechugaMallo en #DebateDiario16: ""Es inadmisible e injustificable el trato que se le ha dado a los periodistas en la Com…",140,1389716343902068737,2021-05-04 22:59:30,Twitter for iPhone,0,0
"RT @Diario_16: 🔴📩 Continúa el escrutinio (96.78%) de las #Elecciones4M #4MDiario16
#EleccionesMadrid2021  

 PP (65)
 MÁS MADRID (24)
 P.S.…",140,1389716329473757186,2021-05-04 22:59:27,Twitter for iPhone,0,0
"RT @okdiario: Iglesias ya es historia de la política de España 

#Elecciones4M

https://t.co/p6pJiDEkDu",103,1389716327431036931,2021-05-04 22:59:26,Twitter for Android,0,0
¿Quién ha votado a Volt?#Elecciones4M,37,1389716326856466433,2021-05-04 22:59:26,Twitter for Android,0,0
"RT @okdiario: Iglesias ya es historia de la política de España 

#Elecciones4M

https://t.co/p6pJiDEkDu",103,1389716325208109065,2021-05-04 22:59:26,Twitter Web App,0,0
"RT @JOSEMANUELSOTO1: Con #PabloIglesias se va de la política la mugre, el escrache, la violencia, el guerracivilismo y el peor d los machis…",140,1389716324553736194,2021-05-04 22:59:26,Twitter Web App,0,0
"RT @okdiario: Ayuso arrasa en Vallecas e Iglesias, el 'dueño' del barrio, queda 4º

#Elecciones4M https://t.co/89GW9qKmQm",121,1389716323492564994,2021-05-04 22:59:25,Twitter for Android,0,0
"RT @el_pais: 🔴 ÚLTIMA HORA #Elecciones4M | Iglesias: ""Dejo todos mis cargos, dejo la política de partido e institucional"" https://t.co/1xq2…",140,1389716323337478146,2021-05-04 22:59:25,Twitter for Android,0,0
"RT @okdiario: Envían mariachis a la sede de Podemos y le cantan a Iglesias: «Rata de dos patas»

#Elecciones4M

👉 https://t.co/mvtwNOAFiD h…",140,1389716322225999874,2021-05-04 22:59:25,Twitter for iPhone,0,0
"Ganó Ayuso.
#Elecciones4M 
(Las otras comunidades) https://t.co/iOhOBFjaTx",74,1389716314890121219,2021-05-04 22:59:23,Twitter for Android,0,0
"RT @vox_es: ‼  @Santi_ABASCAL ""En las próximas elecciones generales salimos a derrotar al sanchismo y a expulsarle del Gobierno de la Nació…",140,1389716310951596032,2021-05-04 22:59:22,Twitter for Android,0,0
"RT @vox_es: ‼  @Santi_ABASCAL ""En las próximas elecciones generales salimos a derrotar al sanchismo y a expulsarle del Gobierno de la Nació…",140,1389716308229595136,2021-05-04 22:59:22,Twitter Web App,0,0
"RT @EquidistanteZen: Buenas noches Sres. De Génova. Las 
#Elecciones4M no las habéis ganado vosotros, las ha ganado @IdiazAyuso, a la cual…",139,1389716307340312587,2021-05-04 22:59:22,Twitter for Android,0,0
"RT @rodrixiu: El 8M, nooooo covid&gt;&gt;&gt;&gt;&gt;Génova, nah por un día 
#Elecciones4M https://t.co/kdvdgLeZ2O",114,1389716301891964929,2021-05-04 22:59:20,Twitter for iPhone,0,0
"RT @BeautifulLie_D: Todos esos borregos que hay ahí reunidos en la celebración del PP, en breves se estará quejando de lo vergonzosa que es…",140,1389716297550811144,2021-05-04 22:59:19,Twitter for Android,0,0
"RT @BECAES_: Hay un buen número de PERDEDORES:

Jorge Javier
Àngels Barceló
E. Palomera
El artisteo
Tezanos
Ferreras
Iglesias
Redondo
...
p…",140,1389716289707552773,2021-05-04 22:59:17,Twitter for Android,0,0
"RT @Cotidianeous: Apunten la fecha de hoy: 4 de Mayo de 2021.

Se acaba de caer el mito de que una gran participación favorece a la izquier…",140,1389716286712782854,2021-05-04 22:59:17,Twitter for iPad,0,0
"RT @MariaFrnandez8: ¿Cómo era aquello de ""no se deben celebrar manifestaciones ni eventos multitudinarios porque estamos en pandemia""? Ay,…",139,1389716285777498115,2021-05-04 22:59:16,Twitter for iPhone,0,0
"RT @el_pais: 🔴 ÚLTIMA HORA #Elecciones4M | Iglesias: ""Dejo todos mis cargos, dejo la política de partido e institucional"" https://t.co/1xq2…",140,1389716285144117252,2021-05-04 22:59:16,Twitter for Android,0,0
"RT @IgualdadLGBT: ¡ÚLTIMA HORA! La única diputada  trans de España, Carla Antonelli,   pierde su escaño en la Asamblea de Madrid  #Eleccion…",140,1389716280681320457,2021-05-04 22:59:15,Twitter for Android,0,0
"El PP gana en Leganés con el 35% de los votos

🗳 #4MTelemadrid #Elecciones4M
https://t.co/hYb9Yhy5vA",100,1389716280618496000,2021-05-04 22:59:15,TweetDeck,5,0
"Con #PabloIglesias se va de la política la mugre, el escrache, la violencia, el guerracivilismo y el peor d los mac… https://t.co/TKBsl9Vk7W",140,1389716271294566404,2021-05-04 22:59:13,Twitter for iPhone,751,135
"RT @PabloIglesias: Muchas gracias a todas las personas que estáis trabajando para que todo funcione con seguridad en las #Elecciones4M.

Se…",140,1389716266219458564,2021-05-04 22:59:12,Twitter for Android,0,0
"RT @unpocdeperfavor: Despertemos de una vez!! 
Esto es el comunismo del ""Sí se puede"" 
Y la 🐭 abandona el barco con los bolsillos llenos.
#…",140,1389716265623769090,2021-05-04 22:59:12,Twitter for iPhone,0,0
"RT @LosMeconios: Pablo Iglesias dijo que el 70% de los madrileños eran de izquierdas y que, con una participación alta, habría gobierno de…",139,1389716264491393027,2021-05-04 22:59:11,Twitter for Android,0,0
RT @el_pais: 📺 TV en DIRECTO #Elecciones4M | Ayuso y Pablo Casado salen al balcón de Génova para celebrar la victoria del PP en la Comunida…,140,1389716263895711754,2021-05-04 22:59:11,Twitter for Android,0,0
"RT @vox_es: ‼ @monasterioR ""Es el comienzo de un cambio de rumbo para toda España"".

 #Elecciones4M https://t.co/QAyjwIOL8h",123,1389716259382743041,2021-05-04 22:59:10,Twitter for Android,0,0
"RT @el_pais: Vídeo | ""Hasta siempre"". Así ha sido el emotivo discurso completo de Pablo Iglesias en el que se despide de de la política tra…",140,1389716259080638467,2021-05-04 22:59:10,Twitter for iPhone,0,0
"RT @vox_es: ‼ @monasterioR ""Los medios de comunicación y los partidos políticos han pretendido echar a VOX y no lo han conseguido. Cada día…",140,1389716256534716421,2021-05-04 22:59:09,Twitter for iPad,0,0
"RT @EuropeElects: Spain (Madrid regional election):

At 99.7% counted, progressive green Más Madrid (G/EFA) looks set to being the second l…",140,1389716256438243329,2021-05-04 22:59:09,Twitter Web App,0,0
"RT @vox_es: ‼ @monasterioR ""Los medios de comunicación y los partidos políticos han pretendido echar a VOX y no lo han conseguido. Cada día…",140,1389716256014602247,2021-05-04 22:59:09,Twitter for iPhone,0,0
"RT @vox_es: ‼ @Santi_ABASCAL ""Son unos buenos resultados para VOX pero sobre todo son unos buenos resultados para España porque suponen un…",139,1389716253611266054,2021-05-04 22:59:09,Twitter for Android,0,0
RT @Juanma_Toribio: Al final todo se resume en esto #Elecciones4M https://t.co/nyprn7aadU,89,1389716252373966848,2021-05-04 22:59:08,Twitter for iPhone,0,0
"RT @VillalobosLuis: @el_pais Grande Madrid #Elecciones4M.

No al comunismo socialismo hamponil de Iglesias. #IglesiasCierraAlSalir",130,1389716248603283464,2021-05-04 22:59:08,Twitter Web App,0,0
RT @SWRFernando: PSOE y Unidas Podemos en el Gobierno no han cumplido ni sus promesas de derogar la ley mordaza y la reforma laboral del PP…,140,1389716247227551745,2021-05-04 22:59:07,Twitter for Android,0,0
"RT @vox_es: ‼ @Santi_ABASCAL ""Son unos buenos resultados para VOX pero sobre todo son unos buenos resultados para España porque suponen un…",139,1389716247001055238,2021-05-04 22:59:07,Twitter for Android,0,0
RT @miguelpr83: Su vida política ha sido una gran mentira. Hace unos días aseguró que se quedaría de diputado en la Asamblea de Madrid y le…,140,1389716246321635331,2021-05-04 22:59:07,Twitter for Android,0,0
"RT @el_pais: Vídeo | ""Hasta siempre"". Así ha sido el emotivo discurso completo de Pablo Iglesias en el que se despide de de la política tra…",140,1389716241636540416,2021-05-04 22:59:06,Twitter for Android,0,0
"RT @elsitacabello: Ahora sí, lo puedo decir, meteros los aplausos por donde os quepan.
#Elecciones4M",100,1389716235164729344,2021-05-04 22:59:04,Twitter for Android,0,0
RT @ExpositoCOPE: Tras las #Elecciones4M... veremos cómo se gestiona esto https://t.co/E802umXpyw,97,1389716233461895170,2021-05-04 22:59:04,Twitter for iPhone,0,0
"RT @predi88: Formas de dejar la política:
Albert Rivera &gt; Asumo mis fallos, pido perdón y me retiro.
Pablo Iglesias &gt; He sido víctima de to…",146,1389716231079477253,2021-05-04 22:59:03,Twitter Web App,0,0
"Durante muchos años @CiudadanosCs jugó a la ambigüedad, cambiando de bando y principios. Hoy desaparece de la asamb… https://t.co/6XbK8IBrm8",140,1389716230307782656,2021-05-04 22:59:03,Twitter for iPhone,2,0
"RT @carlosbardem: La única lucha que se pierde es la que se abandona. 
Así que a aplicarnos aquello tan hermoso de Claudio Rodríguez:
“a pe…",140,1389716229296955394,2021-05-04 22:59:03,Twitter for iPhone,0,0
"RT @EPInforma: Grupo de apoyo a #LxsPresxsPoliticxs manifiestan su solidaridad con el hermano pueblo de Colombia 🇨🇴
#DuqueAsesino #Eleccion…",140,1389716228743249921,2021-05-04 22:59:03,Twitter Web App,0,0
"RT @el_pais: 📺 TV en DIRECTO #Elecciones4M | Iglesias: ""El éxito de la derecha es una tragedia"" https://t.co/1xq2Qrs7Na https://t.co/RVKDJc…",140,1389716228629954561,2021-05-04 22:59:03,Twitter for Android,0,0
"Dejos los cargos pero sigo cobrando 5.000€ durante 15 meses.
CIERRE LA PUERTA AL SALIR. #Elecciones4M… https://t.co/rN7aExguQQ",126,1389716228265193477,2021-05-04 22:59:03,Twitter for iPhone,0,0
"RT @predi88: Formas de dejar la política:
Albert Rivera &gt; Asumo mis fallos, pido perdón y me retiro.
Pablo Iglesias &gt; He sido víctima de to…",146,1389716222908977155,2021-05-04 22:59:01,Twitter for Android,0,0
"RT @MariaFrnandez8: ¿Cómo era aquello de ""no se deben celebrar manifestaciones ni eventos multitudinarios porque estamos en pandemia""? Ay,…",139,1389716222221160454,2021-05-04 22:59:01,Twitter for Android,0,0
"RT @okdiario: Las redes se mofan del batacazo de Iglesias y Gabilondo: ""Se vende chalé con piscina en Galapagar"" 

#Elecciones4M  https://t…",140,1389716220950290433,2021-05-04 22:59:01,Twitter for Android,0,0
RT @ExpositoCOPE: Tras las #Elecciones4M... veremos cómo se gestiona esto https://t.co/E802umXpyw,97,1389716220522467328,2021-05-04 22:59:01,Twitter for Android,0,0
RT @AndaluciaSinVOX: A Madrid le importa más los bares y las cervezas que los 15.000 muertos yaciendo sin identificar en el palacio de hiel…,140,1389716215782952964,2021-05-04 22:59:00,Twitter for iPhone,0,0
RT @Juanma_Toribio: Al final todo se resume en esto #Elecciones4M https://t.co/nyprn7aadU,89,1389716203510317063,2021-05-04 22:58:57,Twitter for Android,0,0
RT @SWRFernando: Merecidísimo hostión de la falsa izquierda en Madrid (incluido en los barrios obreros). Ayuso les ha barrido. Y Unidas Pod…,140,1389716200154931201,2021-05-04 22:58:56,Twitter for Android,0,0
"RT @GarciaCarmonaAM: Mi análisis sobre los resultados de las #Elecciones4M de Madrid, en una nueva columna para @EspanaConfiden https://t.c…",140,1389716195549585410,2021-05-04 22:58:55,Twitter for Android,0,0
RT @Tonicanto1: LIBERTAD  #Elecciones4M https://t.co/f0OMSfTB2h,63,1389716194769448965,2021-05-04 22:58:55,Twitter for Android,0,0
"RT @hermoti: Y mientras votas...🗳👇🏼
#EleccionesMadrid 
#Elecciones4M 
#eleccionesMadrid2021 
#Vota4M 
#4Mayo 
#4deMayo https://t.co/0oSUyo6…",140,1389716186439507971,2021-05-04 22:58:53,Twitter for Android,0,0
"Claramente la abstención era más de derchas que de izqdas, porque subiendo la participación (y contando al psoe com… https://t.co/67E5LvPJI2",140,1389716182345912321,2021-05-04 22:58:52,Twitter for Android,0,0
RT @miguelpr83: Su vida política ha sido una gran mentira. Hace unos días aseguró que se quedaría de diputado en la Asamblea de Madrid y le…,140,1389716180567478279,2021-05-04 22:58:51,Twitter for iPhone,0,0
"RT @vox_es: ‼ @monasterioR ""Los medios de comunicación y los partidos políticos han pretendido echar a VOX y no lo han conseguido. Cada día…",140,1389716177954512898,2021-05-04 22:58:51,Twitter for iPhone,0,0
"RT @alemanya7: Madrid duele
De que vale aplaudirles desde el balcón de casa si luego votas a partidos que desmantelan la Sanidad Pública.…",138,1389716177266561024,2021-05-04 22:58:50,Twitter for iPhone,0,0
"RT @sergio_castro_g: ¿Querían guerra? Toma guerra.

Ayuso gana en Pinto, Parla, Fuenlabrada o Leganés. Gana hasta en Vallecas, Tetuán, Vill…",140,1389716174976528393,2021-05-04 22:58:50,Twitter for Android,0,0
"RT @ForretsGump: Sabíais que el padre de Javier Negre es político del PP? Igual así entendéis mejor que pese a a ser "" El Condenas"" por que…",140,1389716169335128064,2021-05-04 22:58:49,Twitter for Android,0,0
"RT @predi88: Formas de dejar la política:
Albert Rivera &gt; Asumo mis fallos, pido perdón y me retiro.
Pablo Iglesias &gt; He sido víctima de to…",146,1389716165044355081,2021-05-04 22:58:48,Twitter for Android,0,0
"RT @espana_carlitos: ""Mucha gata para tan poca rata""
#Elecciones4M 
https://t.co/wVMfV7YCxy https://t.co/iyOTWsIuRm",115,1389716164583084036,2021-05-04 22:58:47,Twitter Web App,0,0
"RT @SWRFernando: Tras las elecciones de Madrid lo que queda claro es que ni Catalunya ni Euskal Herria son España. 

#Elecciones4M",130,1389716160095178752,2021-05-04 22:58:46,Twitter for iPhone,0,0
RT @miguelpr83: Hacía tiempo que no iba con tantas ganas a votar. Evitar que los social-comunistas arruinen Madrid y mandar a Iglesias a ve…,140,1389716159071674369,2021-05-04 22:58:46,Twitter for Android,0,0
"RT @carlosbardem: La única lucha que se pierde es la que se abandona. 
Así que a aplicarnos aquello tan hermoso de Claudio Rodríguez:
“a pe…",140,1389716158564208642,2021-05-04 22:58:46,Twitter for iPhone,0,0
"RT @JosManuelPuent5: Aquí tenemos a otro ""demócrata antifascista"" de Podemos ganando enteros para ser Consejero de Pablo Iglesias en la Com…",140,1389716157716910082,2021-05-04 22:58:46,Twitter for Android,0,0
RT @PCivilCiempo: #BuenasTardes nos encontramos durante toda la jornada electoral #Elecciones4M junto a @PoliCiempo y @guardiacivil #Ciempo…,140,1389716155246551052,2021-05-04 22:58:45,Twitter for Android,0,0
"RT @el_pais: Vídeo | ""Hasta siempre"". Así ha sido el emotivo discurso completo de Pablo Iglesias en el que se despide de de la política tra…",140,1389716154529181697,2021-05-04 22:58:45,Twitter Web App,0,0
"RT @el_pais: 🔴 ÚLTIMA HORA #Elecciones4M | Iglesias: ""Dejo todos mis cargos, dejo la política de partido e institucional"" https://t.co/1xq2…",140,1389716149009584133,2021-05-04 22:58:44,Twitter for Android,0,0
"RT @CayetanoNDL: Resumen breve:
Abalos y Arrimadas hacen que tras lo de Murcia, Madrid reviente las urnas para arropar a una gran gestora c…",140,1389716146157412356,2021-05-04 22:58:43,Twitter for iPhone,0,0
"RT @vox_es: ‼  Primera valoración de VOX #Elecciones4M

➡ @Jorgebuxade ""Los madrileños han dado la espalda a Podemos y no ha conseguido lle…",140,1389716142827134977,2021-05-04 22:58:42,Twitter for Android,0,0
"RT @vox_es: ‼ @monasterioR ""Los medios de comunicación y los partidos políticos han pretendido echar a VOX y no lo han conseguido. Cada día…",140,1389716140574773249,2021-05-04 22:58:42,Twitter for Android,0,0
"RT @EPInforma: Grupo de apoyo a #LxsPresxsPoliticxs manifiestan su solidaridad con el hermano pueblo de Colombia 🇨🇴
#DuqueAsesino #Eleccion…",140,1389716138364448774,2021-05-04 22:58:41,Twitter for Android,0,0
"RT @Diario_16: Purificación González de @Catalunya_Press en #DebateDiario16: ""Desde Catalunya nos levantábamos horrorizados porque cada día…",140,1389716137525616646,2021-05-04 22:58:41,Twitter for iPhone,0,0
"RT @telemadrid: En Torrejón de Ardoz, Díaz Ayuso supera al conjunto de la izquierda.

👉 minuto a minuto: https://t.co/TVS23ET6Tw

📡 DIRECTO…",140,1389716133150867459,2021-05-04 22:58:40,Twitter Web App,0,0
Seguro que no estabais borrachos putos madrileños? Madre mía... así va España... #Elecciones4M #eleccionesMadrid2021,116,1389716132278554631,2021-05-04 22:58:40,Twitter for iPhone,1,0
"RT @GloriaLigero: Enhorabuena @IdiazAyuso 
Hoy Madrid ha votado CORRUPCIÓN ABSOLUTA!!!
Y ahora vas y le copias el discurso a @begonavillaci…",140,1389716124187729931,2021-05-04 22:58:38,Twitter for iPad,0,0
RT @Mrlopera__: No suelo entrar en estas cosas pero me parece fiera de lugar estas declaraciones #fijarzebien #Elecciones4M https://t.co/ms…,140,1389716121977241600,2021-05-04 22:58:37,Twitter for Android,0,0
"RT @vox_es: ‼  Primera valoración de VOX #Elecciones4M

➡ @Jorgebuxade ""Los madrileños han dado la espalda a Podemos y no ha conseguido lle…",140,1389716121515962371,2021-05-04 22:58:37,Twitter for Android,0,0
